"SMILES","CASRN","RECORDID","MOLECULEID","NAME","ARTICLEID","PAGE","TABLE","ERROR","log(IGC50-1) {measured}","UNIT {log(IGC50-1)}","log(IGC50-1) {predicted by ochem.eu/model/3 in -log(mmol/L)}","log(IGC50-1) {measured, converted}","UNIT {log(IGC50-1)}","ASNN-STDEV{log(IGC50-1) by Toxicity against T. Pyriformis}","ASNN-CORREL{log(IGC50-1) by Toxicity against T. Pyriformis}","Dataset","HALOG","MW","N","NA","NH","O","PSA","S","SaaCH","aCNOS","SaasC","SsCH3","RBONDS","SssCH2","DONORS","SsNH2","SsNH2(al)","SsssCH","SsOH","SsOH(alc)","SssssC","SsNH2(ar)","ACCEPTORS","SssO","SsOH(phen)","SsCl","SdCH2","SdsCH","SsI","SsBr","SdO","SdO(keto)","SdO(nitro)","SdssC","StN","StsC","SsF","SdS","SsNH2(oth)","SddC","SssNH","SssNH(ar)","SaaN","SsssN","SdO(ester)","SdO(amid)","SssNH(oth)","SssS","StCH","SsSH","SdO(sulfo)","SdssS","SddssS","SdO(acid)","SssNH(al)","SaaaC","COMMENTS","INCHI_KEY"
"[O-][N+](=O)C1=C(SCC2=CC=CC=C2)N=CC=C1","69212-31-3","R34122","M1580","2-(Benzylthio)-3-nitropyridine","A1994","-","-","-","1.72","-log(mmol/L)","1.1130000352859497","1.72","-log(mmol/L)","0.5727","0.4847","Train","0.0","246.0","2.0","17.0","10.0","2.0","58.7","1.0","14.4","12.0","1.65","0.0","4.0","0.679","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.6","0.0","21.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.04","0.0","0.0","0.0","0.0","1.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","CRGAGHBQCBIQPJ-UHFFFAOYSA"
"CCOC(=O)C1=CC=C(C=C1)[N+]([O-])=O","99-77-4","R34123","M8576","Ethyl-4-nitrobenzoate","A1994","-","-","-","0.71","-log(mmol/L)","0.7989000082015991","0.71","-log(mmol/L)","0.2474","0.4883","Train","0.0","195.0","1.0","14.0","9.0","4.0","72.1","0.0","5.28","6.0","0.274","1.7","4.0","0.287","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.72","0.0","0.0","0.0","0.0","0.0","0.0","31.7","0.0","20.6","-0.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","PHWSCBWNPZDYRI-UHFFFAOYSA"
"ClC1=CC(Cl)=C(C=O)C=C1","874-42-0","R34124","M13779","2,4-dichlorobenzaldehyde","A1994","-","-","-","1.04","-log(mmol/L)","0.9794999957084656","1.04","-log(mmol/L)","0.2926","0.1873","Train","2.0","175.0","0.0","10.0","4.0","1.0","17.1","0.0","4.74","6.0","1.39","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","11.2","0.0","0.693","0.0","0.0","10.2","10.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","YSFBEAASFUWWHU-UHFFFAOYSA"
"OC1=CC=C(C=C1)C(F)(F)F","402-45-9","R34125","M640","a,a,a-Trifluoro-4-cresol","A1994","-","-","-","0.62","-log(mmol/L)","1.1100000143051147","0.62","-log(mmol/L)","0.5395","0.2832","Train","3.0","162.0","0.0","11.0","5.0","1.0","20.2","0.0","3.66","6.0","-0.923","0.0","1.0","0.0","1.0","0.0","0.0","0.0","8.65","0.0","-4.33","0.0","0.0","0.0","8.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","BAYGVMXZJBFEMB-UHFFFAOYSA"
"CC(=S)NC1=CC=CC=C1","637-53-6","R34126","M7067","Thioacetanilide","A1994","-","-","-","-0.01","-log(mmol/L)","-1.687999963760376","-0.01","-log(mmol/L)","1.164","0.5478","Train","0.0","151.0","1.0","10.0","9.0","0.0","12.0","1.0","9.89","6.0","1.05","1.86","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.797","0.0","0.0","0.0","4.87","0.0","0.0","3.04","0.0","0.0","0.0","0.0","0.0","3.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","MWCGLTCRJJFXKR-UHFFFAOYSA"
"OCC1=C(F)C(F)=C(F)C(F)=C1F","440-60-8","R34127","M8541","Pentafluorobenzyl alcohol","A1994","-","-","-","-0.2","-log(mmol/L)","-0.056299999356269836","-0.2","-log(mmol/L)","0.6169","0.4343","Train","5.0","198.0","0.0","13.0","3.0","1.0","20.2","0.0","0.0","6.0","-11.6","0.0","1.0","-1.24","1.0","0.0","0.0","0.0","8.3","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","PGJYYCIOYBZTPU-UHFFFAOYSA"
"NC1=C(C=C(F)C=C1)C(F)(F)F","393-39-5","R34128","M6407","a,a,a-4-Tetrafluoro-o-toluidine","A1994","-","-","-","-0.02","-log(mmol/L)","0.8087000250816345","-0.02","-log(mmol/L)","0.5988","0.003434","Train","4.0","179.0","1.0","12.0","5.0","0.0","26.0","0.0","2.14","6.0","-2.55","0.0","1.0","0.0","2.0","4.99","0.0","0.0","0.0","0.0","-4.59","4.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","LRCQLCWUUBSUOY-UHFFFAOYSA"
"[O-][N+](=O)C1=C(Br)C=CC(Br)=C1","3460-18-2","R34129","M12546","2,5-Dibromonitrobenzene","A1994","-","-","-","1.37","-log(mmol/L)","2.125999927520752","1.37","-log(mmol/L)","0.3453","0.2427","Train","2.0","281.0","1.0","11.0","3.0","2.0","45.8","0.0","4.81","6.0","1.26","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.21","20.7","0.0","20.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","WRGKKASJBOREMB-UHFFFAOYSA"
"O=C(C#N)C1=CC=CC=C1","613-90-1","R34130","M3267","Benzoyl cyanide","A1994","-","-","-","0.31","-log(mmol/L)","0.1185000017285347","0.31","-log(mmol/L)","0.4868","0.4419","Train","0.0","131.0","1.0","10.0","5.0","1.0","40.9","0.0","8.49","6.0","0.449","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.7","10.7","0.0","-0.486","8.19","1.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","GJQBHOAJJGIPRH-UHFFFAOYSA"
"[O-][N+](=O)C1=C(F)C=CC(F)=C1","364-74-9","R34131","M13079","2,5-Difluoronitrobenzene","A1994","-","-","-","0.33","-log(mmol/L)","0.5748000144958496","0.33","-log(mmol/L)","0.318","0.1734","Train","2.0","159.0","1.0","11.0","3.0","2.0","45.8","0.0","2.08","6.0","-2.69","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.9","0.0","19.9","0.0","0.0","0.0","24.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","XNJAYQHWXYJBBD-UHFFFAOYSA"
"NC1=C(Br)C=C(Br)C=C1[N+]([O-])=O","827-23-6","R34132","M7780","2,4-Dibromo-6-nitroaniline","A1994","-","-","-","1.62","-log(mmol/L)","1.7389999628067017","1.62","-log(mmol/L)","0.4531","0.3923","Train","2.0","296.0","2.0","12.0","4.0","2.0","71.8","0.0","3.02","6.0","1.18","0.0","1.0","0.0","2.0","5.44","0.0","0.0","0.0","0.0","0.0","5.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.23","20.8","0.0","20.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","OBTUHOVIVLDLLD-UHFFFAOYSA"
"OC1=C(C=C(C=O)C=C1)[N+]([O-])=O","3011-34-5","R34133","M13802","4-Hydroxy-3-nitrobenzaldehyde","A1994","-","-","-","0.61","-log(mmol/L)","0.23680000007152557","0.61","-log(mmol/L)","0.209","0.2446","Train","0.0","167.0","1.0","12.0","5.0","4.0","83.1","0.0","3.43","6.0","-0.732","0.0","2.0","0.0","1.0","0.0","0.0","0.0","8.94","0.0","0.0","0.0","1.0","0.0","8.94","0.0","0.0","0.479","0.0","0.0","30.6","10.2","20.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","YTHJCZRFJGXPTL-UHFFFAOYSA"
"O=C(N=C=S)C1=CC=CC=C1","532-55-8","R34134","M1542","Benzoyl isothiocyanate","A1994","-","-","-","0.1","-log(mmol/L)","0.10620000213384628","0.1","-log(mmol/L)","0.6194","0.3195","Train","0.0","163.0","1.0","11.0","5.0","1.0","29.4","1.0","8.73","6.0","0.532","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.9","10.9","0.0","-0.347","0.0","0.0","0.0","4.29","0.0","2.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","CPEKAXYCDKETEN-UHFFFAOYSA"
"CO","67-56-1","R34135","M8028","Methanol (ACGIH)","A1994","-","","-","-2.6656","-log(mmol/L)","-1.6950000524520874","-2.6656","-log(mmol/L)","0.2599","0.2868","Train","0.0","32.0","0.0","2.0","4.0","1.0","20.2","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","OKKJLVBELUTLKV-UHFFFAOYSA"
"CCO","64-17-5","R34136","M663936","Ethanol (ACGIH:OSHA)","A1994","-","-","-","-1.9912","-log(mmol/L)","-1.8040000200271606","-1.9912","-log(mmol/L)","0.2352","0.1815","Train","0.0","46.1","0.0","3.0","6.0","1.0","20.2","0.0","0.0","0.0","0.0","1.68","0.0","0.25","1.0","0.0","0.0","0.0","7.57","7.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","LFQSCWFLJHTTHZ-UHFFFAOYSA"
"CCC(C)O","15892-23-6","R34137","M1029","(+/-)-2-Butanol","A1994","-","-","-","-1.542","-log(mmol/L)","-1.4550000429153442","-1.542","-log(mmol/L)","0.1671","0.1234","Train","0.0","74.1","0.0","5.0","10.0","1.0","20.2","0.0","0.0","0.0","0.0","3.73","1.0","0.861","1.0","0.0","0.0","-0.116","8.36","8.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","BTANRVKWQNVYAZ-UHFFFAOYSA"
"CCCCCO","71-41-0","R34138","M288","Pentyl alcohol (mixed isomers)","A1994","-","-","-","-1.0304","-log(mmol/L)","-1.1130000352859497","-1.0304","-log(mmol/L)","0.1745","0.1633","Train","0.0","88.2","0.0","6.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","2.12","3.0","3.68","1.0","0.0","0.0","0.0","8.2","8.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","AMQJEAYHLZJPGS-UHFFFAOYSA"
"CCCC(C)O","6032-29-7","R34139","M5385","2-pentanol","A1994","-","-","-","-1.1596","-log(mmol/L)","-1.121000051498413","-1.1596","-log(mmol/L)","0.1732","0.01099","Train","0.0","88.2","0.0","6.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","3.87","2.0","2.01","1.0","0.0","0.0","-0.102","8.55","8.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","JYVLIDXNZAXMDK-UHFFFAOYSA"
"CCC(O)CC","584-02-1","R34140","M386","sec-Pentanol","A1994","-","-","-","-1.2437","-log(mmol/L)","-1.1369999647140503","-1.2437","-log(mmol/L)","0.1719","0.01488","Train","0.0","88.2","0.0","6.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","3.96","2.0","1.77","1.0","0.0","0.0","-0.0648","8.67","8.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","AQIXEPGDORPWBJ-UHFFFAOYSA"
"CC(C)C(C)O","598-75-4","R34141","M7096","2-Butanol, 3-methyl- (8CI9CI)","A1994","-","-","-","-0.9959","-log(mmol/L)","-1.2130000591278076","-0.9959","-log(mmol/L)","0.2059","0.1474","Train","0.0","88.2","0.0","6.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","5.78","1.0","0.0","1.0","0.0","0.0","0.259","8.63","8.63","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","MXLMTQWGSQIYOW-UHFFFAOYSA"
"CCC(C)CO","137-32-6","R34142","M9335","1-Butanol, 2-methyl-","A1994","-","-","-","-0.9528","-log(mmol/L)","-1.0859999656677246","-0.9528","-log(mmol/L)","0.2076","0.1101","Train","0.0","88.2","0.0","6.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","4.1","2.0","1.41","1.0","0.0","0.0","0.491","8.34","8.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","QPRQEDXDYOZYLA-UHFFFAOYSA"
"CC(C)(C)CO","75-84-3","R34143","M5766","tert-Butylcarbinol","A1994","-","-","-","-0.8702","-log(mmol/L)","-1.1339999437332153","-0.8702","-log(mmol/L)","0.2155","0.2082","Train","0.0","88.2","0.0","6.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","5.98","1.0","0.271","1.0","0.0","0.0","0.0","8.4","8.4","0.0972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","KPSSIOMAKSHJJG-UHFFFAOYSA"
"CCCCOCCO","111-76-2","R34144","M8709","2-Butoxyethanol (ACGIH:OSHA)","A1994","-","-","-","-1.3743","-log(mmol/L)","-1.2589999437332153","-1.3743","-log(mmol/L)","0.3004","0.4801","Train","0.0","118.0","0.0","8.0","14.0","2.0","29.5","0.0","0.0","0.0","0.0","2.11","5.0","3.67","1.0","0.0","0.0","0.0","8.24","8.24","0.0","0.0","1.0","4.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","POAOYUHQDCAZBD-UHFFFAOYSA"
"CCCCCCO","111-27-3","R34145","M14362","hexanol, 1-","A1994","-","-","-","-0.3789","-log(mmol/L)","-0.5550000071525574","-0.3789","-log(mmol/L)","0.1798","0.2515","Train","0.0","102.0","0.0","7.0","14.0","1.0","20.2","0.0","0.0","0.0","0.0","2.16","4.0","5.04","1.0","0.0","0.0","0.0","8.29","8.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","ZSIAUFGUXNUGDI-UHFFFAOYSA"
"CC(C)(C)CCO","624-95-3","R34146","M2308","1-Butanol, 3,3-dimethyl-","A1994","-","-","-","-0.7368","-log(mmol/L)","-0.7117999792098999","-0.7368","-log(mmol/L)","0.233","0.3881","Train","0.0","102.0","0.0","7.0","14.0","1.0","20.2","0.0","0.0","0.0","0.0","6.34","2.0","1.21","1.0","0.0","0.0","0.0","8.4","8.4","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","DUXCSEISVMREAX-UHFFFAOYSA"
"CC(C)C(O)C(C)C","600-36-2","R34147","M639","3-Pentanol, 2,4-dimethyl-","A1994","-","-","-","-0.7052","-log(mmol/L)","-0.546500027179718","-0.7052","-log(mmol/L)","0.2635","0.2826","Train","0.0","116.0","0.0","8.0","16.0","1.0","20.2","0.0","0.0","0.0","0.0","8.13","2.0","0.0","1.0","0.0","0.0","0.667","9.2","9.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","BAYAKMPRFGNNFW-UHFFFAOYSA"
"CCCCCCCCO","111-87-5","R34148","M5447","1-Hydroxyoctane","A1994","-","-","-","0.5827","-log(mmol/L)","0.36039999127388","0.5827","-log(mmol/L)","0.2034","0.06502","Train","0.0","130.0","0.0","9.0","18.0","1.0","20.2","0.0","0.0","0.0","0.0","2.21","6.0","7.86","1.0","0.0","0.0","0.0","8.42","8.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","KBPLFHHGFOOTCA-UHFFFAOYSA"
"CCCCCCC(C)O","4128-31-8","R34149","M10416","(+/-)-2-Octanol","A1994","-","-","-","0.0011","-log(mmol/L)","0.45089998841285706","0.0011","-log(mmol/L)","0.2277","0.1181","Train","0.0","130.0","0.0","9.0","18.0","1.0","20.2","0.0","0.0","0.0","0.0","4.05","5.0","6.03","1.0","0.0","0.0","-0.0955","8.85","8.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","SJWFXCIHNDVPSH-UHFFFAOYSA"
"CCCCCC(O)CC","20296-29-1","R34150","M7432","(+-)-3-octanol","A1994","-","-","-","0.0309","-log(mmol/L)","0.34929999709129333","0.0309","-log(mmol/L)","0.2305","0.125","Train","0.0","130.0","0.0","9.0","18.0","1.0","20.2","0.0","0.0","0.0","0.0","4.2","5.0","5.59","1.0","0.0","0.0","-0.0449","9.09","9.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","NMRPBPVERJPACX-UHFFFAOYSA"
"CCCCC(CC)CO","104-76-7","R34151","M13561","2-Ethyl-l-hexanol","A1994","-","-","-","0.1673","-log(mmol/L)","0.10689999908208847","0.1673","-log(mmol/L)","0.3098","0.3164","Train","0.0","130.0","0.0","9.0","18.0","1.0","20.2","0.0","0.0","0.0","0.0","4.32","5.0","5.2","1.0","0.0","0.0","0.56","8.75","8.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","YIWUKEYIRIRTPP-UHFFFAOYSA"
"CCCCCCCCCO","143-08-8","R34152","M14468","Nonyl alcohol (8CI)","A1994","-","-","-","0.8351","-log(mmol/L)","0.9829000234603882","0.8351","-log(mmol/L)","0.2587","0.03851","Train","0.0","144.0","0.0","10.0","20.0","1.0","20.2","0.0","0.0","0.0","0.0","2.23","7.0","9.3","1.0","0.0","0.0","0.0","8.47","8.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","ZWRUINPWMLAQRD-UHFFFAOYSA"
"CCCCCCCC(C)O","628-99-9","R34153","M7288","NONAN-2-OL","A1994","-","-","-","0.6183","-log(mmol/L)","0.9283999800682068","0.6183","-log(mmol/L)","0.2661","0.08819","Train","0.0","144.0","0.0","10.0","20.0","1.0","20.2","0.0","0.0","0.0","0.0","4.08","6.0","7.44","1.0","0.0","0.0","-0.0957","8.91","8.91","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","NGDNVOAEIVQRFH-UHFFFAOYSA"
"CCC(O)(CC)C(C)(C)C","66793-96-2","R34154","M1317","3-ETHYL-2,2-DIMETHYL-3-PENTANOL","A1994","-","-","-","-0.1691","-log(mmol/L)","-0.04529000073671341","-0.1691","-log(mmol/L)","0.3994","0.382","Train","0.0","144.0","0.0","10.0","20.0","1.0","20.2","0.0","0.0","0.0","0.0","10.3","3.0","1.68","1.0","0.0","0.0","0.0","9.97","9.97","-0.469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","CFWIFHZJKFFDFU-UHFFFAOYSA"
"CCCCCCCCCCCO","112-42-5","R34155","M5617","n-Undecanol","A1994","-","-","-","1.9547","-log(mmol/L)","1.690000057220459","1.9547","-log(mmol/L)","0.3076","0.04863","Train","0.0","172.0","0.0","12.0","24.0","1.0","20.2","0.0","0.0","0.0","0.0","2.25","9.0","12.2","1.0","0.0","0.0","0.0","8.54","8.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","KJIOQYGWTQBHNH-UHFFFAOYSA"
"CCCCCCCCCCCCO","112-53-8","R34156","M6406","CO-1214","A1994","-","-","-","2.1612","-log(mmol/L)","2.1679999828338623","2.1612","-log(mmol/L)","0.3071","0.05334","Train","0.0","186.0","0.0","13.0","26.0","1.0","20.2","0.0","0.0","0.0","0.0","2.26","10.0","13.7","1.0","0.0","0.0","0.0","8.57","8.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","LQZZUXJYWNFBMV-UHFFFAOYSA"
"OC1CCCCC1","108-93-0","R34157","M3997","NCINSC#54711","A1994","-","-","-","-0.7659","-log(mmol/L)","-1.3839999437332153","-0.7659","-log(mmol/L)","0.4307","0.3956","Train","0.0","100.0","0.0","7.0","12.0","1.0","20.2","0.0","0.0","0.0","0.0","0.0","0.0","5.89","1.0","0.0","0.0","0.0359","8.91","8.91","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","HPXRVTGHNJAIIH-UHFFFAOYSA"
"CCCC(O)CO","5343-92-0","R34158","M12158","1,2-Pentanediol (8CI9CI)","A1994","-","-","-","-1.6269","-log(mmol/L)","-1.9290000200271606","-1.6269","-log(mmol/L)","0.2266","0.2237","Train","0.0","104.0","0.0","7.0","12.0","2.0","40.5","0.0","0.0","0.0","0.0","1.97","3.0","1.53","2.0","0.0","0.0","-0.495","16.8","16.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","WCVRQHFDJLLWFE-UHFFFAOYSA"
